"Oort cloud",,"
    A telescope that gathers and magnifies visible light. The two basic types of optical telescopes are refracting (using lenses) and reflecting (using mirrors). The Hubble Space Telescope is an example of a reflecting telescope.




"
Opacity,,"
    A person who grinds lenses and mirrors.




"
"Open cluster",,"
    The science that deals with the properties of light; in this case specifically dealing with the way light changes directions when it is either refracted and dispersed by a lens or reflected from a mirror.




"
"Open universe",,"
    The act of traveling around a celestial body; or the path followed by an object moving around a celestial body. For example, the planets travel around, or orbit, the Sun because the Sunâs gravity keeps them in their paths, or orbits.




"
Opposition,,"
    A region in the upper atmosphere that has high concentrations of ozone (triatomic oxygen, 03). The ozone layer protects the Earth by absorbing the Sunâs high-energy ultraviolet radiation.




"
"Optical telescope",,"
    If cross-sections of a spherical surface and a parabolic surface were made by slicing each surface in half, these would be the shapes you would see.

        "
Optician,,"
    The apparent shift of an objectâs position when viewed from different locations. Parallax, also called trigonometric parallax, is used to determine the distance to nearby stars. As the Earthâs position changes during its yearly orbit around the Sun, the apparent locations of nearby stars slightly shift. The starsâ distances can be calculated from those slight shifts with basic trigonometric methods.




"
Optics,,"
    A useful unit for measuring the distances between astronomical objects, equal to 3.26 light-years and 3.085678 * 1013kilometers, or approximately 18 trillion miles. A parsec is also equivalent to 103,132 trips to the Sun and back.




"
Orbit,,"
    The perfect lens does not exist. Due to the nature of glass, light is dispersed when passing through glass. In the case of convex lenses, red light bends less than blue light, so the focal points are in different places, making the image blurry. A single lens cannot counter this effect.




"
"Ozone layer",,"
    A comet in a closed, elliptical orbit within our solar system. These comets typically have orbital periods of less than 200 years. Many comets have orbits that keep them in the inner solar system and allow their trajectories to be calculated with great accuracy and precision. Perhaps the best-known periodic comet is Halleyâs comet, whose orbital period is 76 years.




"
"Parabola vs. sphere",,"
    A chart of all the known chemical elements arranged according to the number of protons in the nucleus (also known as the atomic number). Elements with similar properties are grouped together in the same column.




"
Parallax,,"
    A relationship that describes how the luminosity or absolute brightness of a Cepheid variable star depends on the period of time over which that brightness varies.




"
"Parsec ",PC,"
    Regularly occurring changes in the appearance of the Moon or a planet. Phases of the Moon include new, full, crescent, first quarter, gibbous, and third quarter.




"
"Perfect lens",,"
    The release of electrons from a solid material when it is struck by radiant energy, such as visible or ultraviolet light, X-rays, or gamma rays.




"
"Periodic comet",,"
    An instrument that measures the intensity of light. Astronomers   use photometers to measure the brightness of celestial objects.



"
"Periodic table ","of the elements","
    A technique for measuring the brightness of celestial   objects.



"
"Period-luminosity law",,"
    A packet of electromagnetic energy, such as light. A photon is regarded as a charge-less, mass-less particle having an indefinitely long lifetime.




"
Phases,,"
    The extremely thin, visible surface layer of the Sun or a star. The average temperature of the Sunâs photosphere is about 5800 Kelvin (about 10,000Â°F). Although the Sun is completely made up of gas, its gas is so dense that we cannot see through it. When we look at the Sun, we are seeing the photosphere.




"
"Photoelectric effect",,"
    One of four flat mirrors inside the Hubble Space Telescope. Each mirror is tilted at a 45-degree angle to the incoming light, diverting a small portion of it to the optical detectors or to one of the fine guidance sensors.




"
Photometer,,"
    A light-sensitive picture element on a charge-coupled device (CCD) or some other kind of digital camera. A pixel is a tiny cell that, placed together with other pixels, resembles the mesh on a screen door. The Hubble Space Telescopes Wide Field and Planetary Camera2 has four CCDs, each containing 640,000 pixels. Each pixel collects light from a celestial object and converts it into a number. The numbers (all 2,560,000 of them) are sent to ground-based computers, which convert them into an image. The greater number of pixels, the sharper the image.




"
Photometry,,"
    The graphical representation of the mathematical relationship between the frequency (or wavelength) and intensity of radiation emitted from an object by virtue of its heat energy.




"
Photon,,"
    An object that orbits a star. Although smaller than stars, planets are relatively large and shine only by reflected light. Planets are made up mostly of rock or gas, with a small, solid core. In our solar system, the inner planets ""Mercury, Venus, Earth, and Mars"" are the rocky objects, and most of the outer planets â Jupiter, Saturn, Uranus, and Neptune â are the gaseous ones. Because Pluto is made largely of ice, like a comet, some astronomers do not consider it a true planet.




"
Photosphere,,"
    An expanding shell of glowing gas expelled by a star late in its life. Our Sun will create a planetary nebula at the end of its life.




"
"Pickoff mirror",,"
    A small body of rock and/or ice â under 10 kilometers (6 miles) across â formed during the early stages of the solar system. Planetesimals are the building blocks of planets, but many never combined to form large bodies. Asteroids are one example of planetesimals.




"
Pixel,,"
    A substance composed of charged particles, like ions and electrons, and possibly some neutral particles. Our Sun is made of plasma. Overall, the charge of a plasma is electrically neutral. Plasma is regarded as an additional state of matter because its properties are different from those of solids, liquids, and normal gases.




"
"Planck curve",,"
    A column of material that is shaped like a long feather.




"
Planet,,"
    A dwarf planet whose small size and composition of ice and rock resembles the comets in the Kuiper Belt, a region beyond Neptunes orbit where Pluto resides. Pluto was considered the ninth planet until August 2006, when the International Astronomical Union reclassified it as a dwarf planet. Plutos orbit is more elliptical than those of the eight solar system planets.



"
"Planetary nebula",,"
    The energy of an object owing to its position in a force field or its internal condition, as opposed to kinetic energy, which depends on its motion. Examples of objects with potential energy include a diver on a diving board and a coiled spring.




"
Planetesimal,,"
    A large convex lens in a refracting telescope that captures light from celestial objects and focuses it toward the eyepiece.




"
Plasma,,"
    A large mirror in a reflecting telescope that captures light from celestial objects and focuses it toward a smaller secondary mirror. The primary mirror in the Hubble Space Telescope measures 94.5 inches (2.4 meters) in diameter.




"
Plume,,"
    The location where light reflected from the primary mirror of a reflecting telescope comes into focus. Placing a secondary mirror in the light path allows the light to be focused elsewhere, in a more convenient location for the science instruments.




"
Pluto,,"
    Element building that occurred in the early universe when the nuclei of primordial matter collided and fused with one another. Most of the helium in the universe was created by this process.




"
"Potential energy",,"
    Usually a triangular-shaped piece of glass used to refract, or bend, light. The shape of the glass causes the light to disperse, or spread out, as it bends, producing a rainbow of colors from the white light.




"
"Primary lens",,"
    An eruption of gas from the chromosphere of a star. Solar prominences are visible as part of the corona during a total solar eclipse. These eruptions occur above the Sunâs surface (photosphere), where gases are suspended in a loop, apparently by magnetic forces that arch upward into the solar corona and then return to the surface.




"
"Primary mirror",,"
    The apparent motion of a star across the sky (not including a starâs parallax), arising from the starâs velocity through space with respect to the Sun.




"
"Prime focus",,"
    Matter that is beginning to come together to form a galaxy. It is the precursor of a present-day galaxy and is sometimes called a âbaby galaxy.â




"
"Primordial nucleosynthesis",,"
    A positively charged elementary particle that resides in the nucleus of every atom.




"
Prism,,"
    A series of nuclear events occurring in the core of a star whereby hydrogen nuclei (protons) are converted into helium nuclei. This process releases energy.




"
Prominence,,"
    A small body that attracts gas and dust as it orbits a young star. Eventually, it may form a planetary body.




"
"Proper motion",,"
    A collection of interstellar gas and dust whose gravitational   pull is causing it to collapse on itself and form a star.



"
Protogalaxy,,"
    A basic building block of protons, neutrons, and other elementary particles.




"
Proton,,"
    The brightest type of active galactic nucleus, believed to be powered by a supermassive black hole. The word âquasarâ is derived from quasi-stellar radio source, because this type of object was first identified as a kind of radio source. Quasars also are called quasi-stellar objects (QSOs). Thousands of quasars have been observed, all at extreme distances from our galaxy.




"
"Proton-proton chain",,"
    A method of detecting, locating, or tracking an object by using beamed, reflected, and timed radio waves. RADAR also refers to the electronic equipment that uses radio waves to detect, locate, and track objects.




"
Protoplanet,,"
    The component of an objectâs velocity (speed and direction) as measured along an observerâs line of sight.




"
Protostar,,"
    The process by which electromagnetic energy moves through space as vibrations in electric and magnetic fields. This term also refers to radiant energy and other forms of electromagnetic radiation, such as gamma rays and X-rays.



"
Pulsar,,"
    An event involving the emission or absorption of radiation. For example, a hydrogen atom that absorbs a photon of light converts the energy of that radiation into electrical potential energy.




"
Quark,,"
    The spontaneous decay of certain rare, unstable, atomic nuclei into more stable atomic nuclei. A natural by-product of this process is the release of energy.




"
Quasar,,"
    The part of the electromagnetic spectrum with the lowest energy. Radio waves are the easiest way to communicate information through the atmosphere or outer space.




"
"RADAR ","RAdio Detection And Ranging","
    Boxes that house Hubbles gyroscopes. Each rate sensor unit contains two gyroscopes. Astronauts remove the rate sensor units when they replace gyroscopes, so gyroscopes are always replaced two at a time.




"
"Radial motion",,"
    One of four spinning flywheels aboard the Hubble Space Telescope. The flywheels work together to make the observatory rotate either more rapidly or less rapidly toward a new target.




"
Radiation,,"
    The part of the radio telescope that detects long wavelength electromagnetic radiation and converts it to an electrical signal so that we can sense it.




"
"Radiative process",,"
    The velocity at which an object moves away from an observer. The recessional velocity of a distant galaxy is proportional to its distance from Earth. Therefore, the greater the recessional velocity, the more distant the object.




"
Radioactivity,,"
    An old, bright star, much larger and cooler than the Sun. Betelgeuse (alpha Orionis) is an example of a red giant.




"
"Radio waves",,"
    The lengthening of a light wave from an object that is moving away from an observer. For example, when a galaxy is traveling away from Earth, its light shifts to the red end of the electromagnetic spectrum.




"
"Rate Sensor Units ",RSUs,"
    Reflection occurs when light changes direction as a result of ""bouncing off"" a surface like a mirror.

        "
"Reaction wheel",,"
    A type of telescope, also known as a reflecting telescope, that uses one or more polished, curved mirrors to gather light and reflect it to a focal point.




"
Receiver,,"
    Refraction is the bending of light as it passes from one substance to another. Here, the light ray passes from air to glass and back to air. The bending is caused by the differences in density between the two substances.

        "
"Recessional velocity",,"
    A type of telescope that uses a transparent convex lens to gather light and bend it to a focal point.




"
"Red giant star",,"
    The layer of loose rock resting on bedrock (sometimes   called mantle rock), found on the Earth, the Moon, or a planet. Regolith is   made up of soils, sediments, weathered rock, and hard, near-surface crusts.   On the surface of the Moon, regolith is a fine rocky layer of fragmentary debris   (or dust) produced mainly by meteoroid collisions.



"
Redshift,,"
    A theory of physics that describes the dynamical behavior of matter and energy. The consequences of relativity can be quite strange at very high velocities and very high densities. A direct result of the theory of relativity is the equation E=mc2, which expresses a relationship between mass (m), energy (E), and the speed of light(c).




"
Reflection,,"
    A measure of the smallest separation at which a telescope can observe two neighboring objects as two separate objects.




"
"Reflector ","reflecting telescope","
    The ability of a telescope to distinguish objects that are very close to each other as two separate objects.




"
Refraction,,"
    The orbital motion of one object around another. The Earth revolves around the Sun in one year. The moon revolves around the Earth in approximately 28 days.




"
"Refractor ","refracting telescope","
    A coordinate used by astronomers to locate stars and other celestial objects in the sky. Right ascension is comparable to longitude, but it is measured in hours, minutes, and seconds because the entire sky appears to pass overhead over a period of 24 hours. The zero hour corresponds to the apparent location of the Sun with respect to the stars on the day of the vernal (spring) equinox (approximately March 21).




"
Regolith,,"
    A long, narrow depression on the Moonâs surface. A rille can be straight, have a sweeping arc, or meander, with many curves going in random directions.




"
Relativity,,"
    A terrestrial telescope that searches for the optical   counterparts of gamma-ray bursts. When orbiting satellites detect a gamma-ray   burst, ROTSE begins searching for its visible-light afterglow. ROTSE-I (an array   of four electronic telephoto cameras) and ROTSE-II (a set of identical telescopes)   are located in Los Alamos, New Mexico.



"
"Resolution ","resolving power","
    The smallest distance at which two celestial bodies can remain in a stable orbit around each other without one of them being torn apart by tidal forces. The distance depends on the densities of the two bodies and their orbit around each other.




"
Resolve,,"
    A planet located in the inner solar system and made up mostly of rock. The rocky planets are Mercury, Venus, Earth, and Mars. This group is also known as terrestrial planets.




"
Revolution,,"
    The spin of an object around its central axis. Earth rotates about its axis every 24 hours. A spinning top rotates about its center shaft.




"
"Right ascension ",RA,"
    A man-made object that orbits Earth, the Moon, or another celestial object.




"
Rille,,"
    The sixth planet in the solar system, noted for its obvious ring structure. Saturn is almost ten times the Earthâs distance from the Sun. The planet completes a circuit around the Sun in about 30 Earth years. Saturn is the second largest and the least dense planet in our solar system. The planet has more than 21 moons, including Titan, the second largest known moon in our solar system.




"
"Robotic Optical Transient Search Experiment ",ROTSE,"
    The distance from the âcenterâ of a black hole to its âedgeâ (called an event horizon). If the Earth became a black hole, all of its mass would be squeezed into a sphere with a Schwarzschild radius of 0.03 cm, about the size of a bacterium.




"
"Roche limit",,"
    A flash of light produced when gamma rays strike a certain material. The high energy of gamma rays makes them hard to capture but they can be detected using scintillation.




"
"Rocky planet",,"
    A gas or gases, such as helium, that a planet discharges from its interior after having lost its primary or primordial atmosphere.




"
Rotation,,"
    A small mirror in a reflecting telescope that redirects light from the larger primary mirror toward the light-sensitive scientific instruments. In a Cassegrain-type telescope like the Hubble Space Telescope, the secondary mirror is slightly convex and directs light from the primary mirror back through a hole in the center of the primary mirror.




"
Satellite,,"
    The transfer of energy throughout a celestial object, such as a planet, resulting from an external impact or an internal event. On Earth, seismic waves are generated primarily by earthquakes.




"
Saturn,,"
    Hubble was the first space telescope designed to be serviced in space. Scientists believed that periodic servicing missions would extend Hubbleâs operating life and keep the observatory up-to-date. Astronauts have visited Hubble five times. The first servicing mission was in December 1993 and the second in February 1997. The third mission was split into two visits. Part A took place in December 1999 and part B in March 2002. The final servicing mission visit occurred in May 2009.




    "
"Schwarzchild radius",,"
    A galaxy characterized by a moderately bright, compact active galactic nucleus, presumably powered by a black hole.




"
Scintillation,,"
    A high-pressure wave that travels at supersonic speeds. Shock waves are usually produced by an explosion.




"
"Secondary atmosphere",,"
    A comet that orbits mainly in the inner solar system. Short-period comets usually orbit the Sun in less than 200 years. Halleyâs comet is an example of a short-period comet.




"
"Secondary mirror",,"
    A black holeâs center, where the matter is thought to be infinitely dense, the volume is infinitely small, and the force of gravity is infinitely large.




"
"Seismic wave",,"
    When Hubble reaches the end of its mission, NASA must be able to safely return the telescope to Earth. When that time comes, the space shuttle will no longer be operating, so another means of capturing the telescope must be available. The soft capture mechanism is a compact device that, when attached to the Hubble Space Telescope, will assist in its safe de-orbit. This device has structures and targets that will allow a next generation space vehicle to more easily capture and guide the telescope into a safe, controlled re-entry.




"
"Servicing missions",,"
    Two rigid, wing-like arrays of solar panels that convert sunlight directly into electricity to operate the Hubble Space Telescopes scientific instruments, computers, and radio transmitters. Some of the energy generated is stored in onboard batteries so the telescope can operate while in Earths shadow (which is about 36 minutes out of each 97-minute orbit). The solar arrays are designed for replacement by visiting astronauts during servicing missions.




"
"Seyfert galaxy",,"
    The average amount of solar radiation reaching a planet; usually expressed in watts (energy per unit time) per square meter. For Earth, the solar constant equals 1,372W/m2. Each planet has a unique solar constant depending on its distance from the Sun.




"
"Shock wave",,"
    The periodic changing of the Sunâs magnetic field, which determines the number of sunspots and the amount of particles emitted in the solar wind. The period of the cycle is about 11 years.




"
"Short-period comet",,"
    A phenomenon in which the Moonâs disk passes in front of the Sun, blocking sunlight. A total eclipse occurs when the Moon completely obscures the Sunâs disk, leaving only the solar corona visible. A solar eclipse can only occur during a new phase of the Moon.




"
Singularity,,"
    The midpoint in the solar cycle where the amount of sunspot activity and the output of cosmic particles and solar radiation is highest.




"
"Soft Capture Mechanism ",SCM,"
    The beginning and the end of a sunspot cycle when only a few sunspots are usually observed, and the output of particles and radiation is normal.




"
"Solar arrays",,"
    Two rigid, wing-like structures that convert sunlight directly into electricity to operate a space telescopeâs scientific instruments, computers, and radio transmitters. Some of the energy generated is stored in onboard batteries so the telescope can operate while in Earthâs shadow.




"
"Solar constant",,"
    The Sun and its surrounding matter, including asteroids, comets, planets and moons, held together by the Sunâs gravitational influence.




"
"Solar cycle",,"
    A special reflecting telescope designed to study our closest star, the Sun. Solar telescopes differ from normal telescopes in that they are stationary and use small tracking mirrors to direct sunlight into the primary mirror. This is necessary because the Sun appears to move across the sky due to Earthâs rotation.




"
"Solar eclipse",,"
    Streams of charged particles flowing from the Sun at millions of kilometers an hour. The composition of this high-speed solar wind may vary, but it always streams away from the Sun. The solar wind is responsible for the Northern and Southern Lights on Earth and causes the tails of comets to point away from the Sun.




"
"Solar maximum",,"
    A direction determined by the projection of the Earthâs South Pole onto the celestial sphere. The SCP is exactly 180 degrees from the North Celestial Pole and corresponds to a declination of -90 degrees.




"
"Solar minimum",,"
    Half of a spherical or roughly spherical body; for example, the Southern Hemisphere of Earth is the half below the equator.




"
"Solar panels",,"
    A space-borne infrared telescope that will study planets, comets, stars, galaxies, and other celestial objects. NASA plans to launch SIRTF in December 2002 on a Delta rocket. SIRTF represents the fourth and final satellite in NASAâs Great Observatories program, which includes the Hubble Space Telescope and the Chandra X-Ray Observatory.




"
"Solar system",,"
    A reusable U.S. spacecraft operated by astronauts and used to transport cargo, such as satellites, into space. The spacecraft used rockets to launch into space, but it landed like an airplane. A space shuttle carried the Hubble Space Telescope into space in 1990. Astronauts aboard subsequent space shuttles had visited the telescope to service it. The space shuttle was retired in 2011.




"
"Solar telescope",,"
    The Space Telescope Imaging Spectrograph (STIS) is a general-purpose spectrograph that spans ultraviolet, visible, and near-infrared wavelengths. It was installed in February 1997 during the Second Servicing Mission. A spectrograph works by breaking up light from an object into its individual wavelengths so that its composition, temperature, motion, and other chemical and physical properties can be analyzed. STIS stopped functioning in 2004 due to a power supply failure, but astronauts replaced a low-voltage power supply board during Servicing Mission 4.




"
"Solar wind",,"
    The astronomical research center responsible for operating the Hubble Space Telescope as an international scientific observatory. Located in Baltimore, Maryland, STScI is managed by AURA (Association of Universities for Research in Astronomy) under contract to the National Aeronautics and Space Administration (NASA) and the National Science Foundation (NSF). STScI will conduct the science and mission operations for the James Webb Space Telescope and supports other astronomy programs.




"
"South Celestial Pole ",SCP,"
    The four-dimensional coordinate system (three dimensions of space and one of time) in which physical events are located.




"
"Southern Hemisphere",,"
    A classification scheme that groups stars according to their surface temperatures and spectral features.




"
"Space Infrared Telescope Facility ",SIRTF,"
    In a spectrum, an emission (bright) or absorption (dark) at a specific frequency or wavelength.




"
"Space shuttle",,"
    An instrument that spreads electromagnetic radiation into its component frequencies and wavelengths for detailed study. A spectrograph is similar to a prism, which spreads white light into a continuous rainbow.




"
"Space Telescope Imaging Spectrograph ",STIS,"
    An instrument used in solar telescopes to photograph the Sun in a single wavelength of light. Different wavelengths reveal different features of the Sunâs surface.




"
"Space Telescope Science Institute ",STScI,"
    The study and interpretation of a celestial objectâs electromagnetic spectrum. A spectrograph or spectrometer is used to analyze an objectâs electromagnetic spectrum.




"
Spacetime,,"
    The entire range of electromagnetic rays from the longest radio waves to the shortest gamma rays. Arranged from longest to shortest wavelengths, the spectrum of electromagnetic radiation includes radio waves, microwaves, infrared light, visible light, ultraviolet light, X-rays and gamma rays.




"
"Spectral class ","spectral type","
    The speed at which light (photons) travels through empty space is roughly 3 * 108 meters per second or 300 million meters per second.




"
"Spectral line",,"
    Spherical aberration is an optical defect of a lens or mirror caused by its rounded shape. Spherical lenses and mirrors produce a distorted (blurry) image.




"
"Spectrograph ",spectrometer/spectroscope,"
    The shape of a spherical lens causes a problem called spherical aberration.In spherical aberration, parallel light rays that pass through the central region of the lens focus farther away than light rays that pass through the edges of the lens. The result is many focal points, which produce a blurry image. To get a clear image, all rays need to focus at the same point.

        "
Spectroheliograph,,"
    The shape of a spherical telescope mirror causes a problem called spherical aberration.In spherical aberration, parallel light rays that bounce off the central region of a spherical mirror focus farther away than light rays that bounce off the edges. The result is many focal points, which produce a blurry image. To get a clear image, all rays need to focus at the same point.

        "
Spectroscopy,,"
    A pinwheel structure, composed of dust, gas, and young stars, that winds its way out from the core of a normal spiral galaxy and from the ends of the bar in a barred spiral galaxy.




"
Spectrum,,"
    A spiral-shaped system of stars, dust, and gas clouds. A typical spiral galaxy has a spherical central bulge of older stars surrounded by a flattened galactic disk that contains a spiral pattern of young, hot stars, as well as interstellar matter.




"
"Speed of light ",c,"
    Gamma-ray flashes produced in Earthâs atmosphere   by severe lightning storms and upper atmospheric events.



"
"Spherical aberration",,"
    An object whose properties allow us to measure large distances through space. The absolute brightness of a standard candle can be determined without a measurement of its apparent brightness. Comparing the absolute brightness of a standard candle to its apparent brightness therefore allows us to measure its distance. For example, the distinct variations of Cepheid variable stars in other galaxies tell us their absolute brightness. By accurately measuring the apparent brightness of these stars, astronomers can precisely determine the distance to the galaxy in which they reside.




"
"Spherical aberration in lenses",,"
    A huge ball of gas held together by gravity. The central core of a star is extremely hot and produces energy. Some of this energy is released as visible light, which makes the star glow. Stars come in different sizes, colors, and temperatures. Our Sun, the center of our solar system, is a yellow star of average temperature and size.



"
"Spherical aberration in mirrors",,"
    A galaxy undergoing an extremely high rate of star formation. Starburst galaxies contain massive, deeply embedded stars that are among the youngest stars observed.




"
"Spiral arms",,"
    A group of stars born at almost the same time and place, capable of remaining together for billions of years because of their mutual gravitational attraction.




"
"Spiral galaxy",,"
    Random noise in a radio receiver. It can also be heard in telephone lines and cell phones.




"
Sprites,,"
    A black hole formed from the death of a massive star during a supernova explosion. A stellar black hole, much like a supermassive black hole, feeds off of nearby material â in this case, the dead star. As it gains mass, its gravitational field increases.




"
"Standard candle",,"
    The process of change that occurs during a starâs lifetime from its birth to its death.




"
Star,,"
    A region in space where stars are forming from a cloud of gas and dust.




"
"Starburst galaxy",,"
    The apparent change in the position of a nearby star when observed from Earth due to our planetâs yearly orbit around the Sun. This method allows astronomers to calculate distances to stars that are less than 100 parsecs from Earth.




"
"Star cluster",,"
    The force that binds protons and neutrons within atomic nuclei and is effective only at distances less than 10-13 centimeters.




"
Static,,"
    The star at the center of our solar system. An average star in terms of size and mass, the Sun is a yellow dwarf of spectral type G2. It is about 5 billion years old, contains 2 * 1030 kilograms of material, and has a diameter more than 100 times that of Earth.




"
"Stellar black hole",,"
    A region on the Sunâs photosphere that is cooler and darker than the surrounding material. Sunspots often appear in pairs or groups with specific magnetic polarities that indicate electromagnetic origins.




"
"Stellar evolution",,"
    The change in strength of the Sunâs magnetic field, which determines the number of sunspots and the amount of particles emitted in the solar wind. The period of the cycle is about 11 years.




"
"Stellar nursery",,"
    A black hole possessing as much mass as a million or a billion stars. Supermassive black holes reside in the centers of galaxies and are the engines that power active galactic nuclei and quasars.




"
"Stellar parallax",,"
    The explosive death of a massive star whose energy output causes its expanding gases to glow brightly for weeks or months. A supernova remnant is the glowing, expanding gaseous remains of a supernova explosion.



"
"Strong force",,"
    A tail is made up of dust and gas from a cometâs coma. A tail forms when the solar wind separates dust and gas from the coma, pushing it outward and away from the Sun in either a slightly curved path (for dust) or a straight path (for gas).




"
Sun,,"
    An instrument used to observe distant objects by collecting   and focusing their electromagnetic radiation. Telescopes are usually designed   to collect light in a specific wavelength range. Examples include optical telescopes   that observe visible light and radio telescopes that detect radio waves.



"
Sunspot,,"
    A measure of the amount of heat energy in a substance, such as air, a star, or the human body. Because heat energy corresponds to motions and vibrations of molecules, temperature provides information about the amount of molecular motion occurring in a substance.




"
"Sunspot cycle",,"
    A measure of computer data storage capacity equal to approximately a thousand billion bytes (or a thousand gigabytes). In computer language, a byte of information represents a letter or digit. So, a thousand billion bytes is equal to a thousand billion letters.




"
"Supermassive black hole",,"
    Planets whose density and chemical makeup are similar to those of Earth.




"
Supernova,,"
    The four planets of the inner solar system (Mercury, Venus, Earth, and Mars) are called terrestrial planets because they are made up mostly of rock.




"
"Supernova Remnant",,"
    An accepted idea used to explain nature. Theories not only explain an observed event, they can also be used to predict what will happen. Sometimes, an idea that is really a hypothesis is incorrectly called a theory. A true scientific theory is a hypothesis that makes predictions. Those predictions have been tested and have proven to be accurate.




"
Tail,,"
    Radiation released by virtue of an objectâs heat, namely, the transfer of heat energy into the radiative energy of electromagnetic waves. Examples of thermal radiation are sunlight, the orange glow of an electric range, and the light from in incandescent light bulb.




"
Telescope,,"
    Minerals composed of oxygen and the metal titanium. Titanium oxides frequently contain other metals. One such titanium oxide is the mineral ilmenite, which contains titanium, oxygen, and iron. Ilmenite is found in both lunar rock and Earth rocks.




"
Temperature,,"
    A network of four communication satellites used to relay data and commands to and from U.S. spacecraft, including the Hubble Space Telescope. The Goddard Space Flight Center provides the day-to-day management and operations of TDRSS, the first space-based global tracking system.




"
Terabyte,,"
    The largest of Neptuneâs satellites. Triton has an atmosphere and is roughly the size of Earthâs moon. It has an âice capâ of frozen nitrogen and methane with âice volcanoesâ that erupt liquid nitrogen, dust, and methane compounds from beneath its frozen surface.




"
Terrestrial,,"
    A class of very young, flaring stars on the verge of becoming   normal stars fueled by nuclear fusion.



"
"Terrestrial planets",,"
    Unstable and disorderly motion, as when a smooth, flowing stream becomes a churning rapid.




"
Theory,,"
    Electromagnetic radiation with shorter wavelengths and   higher energies and frequencies than visible light. UV light is lower in frequency   than X-rays.



"
"Thermal radiation",,"
    The part of the electromagnetic spectrum that has slightly higher energy than visible light, but is not visible to the human eye. Just as there are high-pitched sounds that cannot be heard, there is high-energy light that cannot be seen. Too much exposure to ultraviolet light causes sunburns.




"
"Titanium oxides",,"
    The totality of space and time, along with all the matter   and energy in it. Current theories assert that the universe is expanding and   that all its matter and energy was created during the Big Bang.



"
"Tracking and Data Relay Satellite System ",TDRSS,"
    The third largest planet in the solar system and the seventh from the Sun. Uranus is 19 times the Earthâs distance from the Sun and completes a circuit around the Sun in about 84 Earth years. This gaseous, giant outer planet has a visible ring system and over 20 moons, the largest of which is Titania. Uranus is tipped on its side, with a rotation axis in nearly the same plane as its orbit.




"
Triton,,"
    A region containing charged particles trapped in the Earthâs magnetic force field (magnetosphere). The beltâs lower boundary begins at about 800 kilometers (496 miles) above the Earthâs surface and extends thousands of kilometers into space.




"
"T-Tauri Star",,"
    A star whose luminosity (brightness) changes with time.




"
Turbulence,,"
    Launched by the U.S. in the 1960s to monitor the Limited   Nuclear Test Ban Treaty. The satelliteâs mission was to detect the gamma   rays produced during nuclear blasts. Although not intended for astronomical   studies, the Vela satellite provided useful celestial data, detecting an unexpected   blast of cosmic gamma radiation in 1967. The satellite discovered several other   gamma-rays bursts during the years of the Vela project, which ceased operation   in 1979.



    "
"Ultraviolet ",UV,"
    The speed of an object moving in a specific direction. A car traveling at 35 miles per hour is a measurement of speed. Observing that a car is traveling 35 miles per hour due north is a measurement of velocity.




"
"Ultraviolet ",UV,"
    An inner, terrestrial (rocky) planet that is slightly smaller than Earth. Located between the orbits of Mercury and Earth, Venus has a very thick atmosphere that is covered by a layer of clouds that produce a âgreenhouse effectâ on the planet. Venusâs surface temperature is roughly 480Â°C (900Â°F), making it the hottest planet in the solar system.




"
Universe,,"
    One of the worldâs premier radio observatories, consisting of 27 antennas arranged in a huge âYâ pattern. The VLA spans up to 22 miles (36km) across, which is roughly one and a half times the size of Washington, D.C. Each antenna is 81 feet (25 meters) in diameter. Located in Socorro, New Mexico, the telescopes work in tandem to produce a sharper image than any single telescope could record.




"
Uranus,,"
    The part of the electromagnetic spectrum that human eyes can detect; also known as the visible spectrum. The colors of the rainbow make up visible light. Blue light has more energy than red light.




"
"Van Allen belt",,"
    A break or vent in the crust of a planet or moon that   can spew extremely hot ash, scorching gases, and molten rock. The term volcano   also refers to the mountain formed by volcanic material.



"
"Variable star",,"
    A vibration in some media that transfers energy from one place to another. Sound waves are vibrations passing in air. Light waves are vibrations in electromagnetic fields.




"
"Vela Satellite",,"
    The distance between two wave crests. Radio waves can have lengths of several feet; the wavelengths of X-rays are roughly the size of atoms.




"
Velocity,,"
    Light is measured by its wavelength (in nanometers) or frequency (in Hertz).One wavelength: equals the distance between two successive wave crests or troughs.Frequency (Hertz): equals the number of waves that passes a given point per second.

        "
Venus,,"
    The force that governs the change of one kind of elementary particle into another. This force is associated with radioactive processes that involve neutrons.




"
"Very Large Array ",VLA,"
    The hot, compact remains of a low-mass star like our Sun that has exhausted its sources of fuel for thermonuclear fusion. White dwarf stars are generally about the size of the Earth.




"
"Visible light",,"
    The Hubble Space Telescopes workhorse instrument, WFPC2 snapped high-resolution images of faraway objects. Its 48 filters allowed scientists to study precise wavelengths of light and to sense a range of wavelengths from ultraviolet to near-infrared light. The instruments four CCDs (charge-coupled devices) collected information from stars and galaxies to make photographs. WFPC2 was installed aboard the Hubble telescope during the December 1993 servicing mission and was replaced by Wide Field Camera 3 in 2009 during Servicing Mission 4.




    "
